Isco_Level_2,Isco_Level_2_preferredLabel,PIAAC_QuestionId,PIAAC_QuestionDescription,ESCOskill
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,allocating bills
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,analyse business risk
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,analyse economic risk
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,analyse financial risk
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,analyse monetary risk
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,business analysis
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,commercial analysis
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,dispense bills
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,economic analysis
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,economic audit
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,financial analysis
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,financial statement
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,financial statements
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,fiscal analysis
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,fiscal audit
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,issue bills
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,records of financial activities
32,health associate professionals,G_Q01g,read bills invoices bank statements or other financial statements?,statements on finances
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,circuit blueprints
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,circuit diagrams
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,circuit schematics
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,diagrams of circuits
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,electrical circuit diagrams
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,electrical diagrams
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,electronic schematics
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,electronics schematics
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,elementary diagrams
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,interpret engineering drawings
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,peruse engineering drawings
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,read an engineering drawing
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,read engineering drawings
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,read of engineering drawings
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,reading engineering drawings
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,study engineering drawings
32,health associate professionals,G_Q01h,read diagrams maps or schematics?,view engineering drawings
32,health associate professionals,G_Q02a,write letters memos or e-mails?,carry out mail activities
32,health associate professionals,G_Q02a,write letters memos or e-mails?,deal with mail
32,health associate professionals,G_Q02a,write letters memos or e-mails?,deal with parcels
32,health associate professionals,G_Q02a,write letters memos or e-mails?,execute mail activities
32,health associate professionals,G_Q02a,write letters memos or e-mails?,handle mail
32,health associate professionals,G_Q02a,write letters memos or e-mails?,handle parcels
32,health associate professionals,G_Q02a,write letters memos or e-mails?,perform mail activities
32,health associate professionals,G_Q02a,write letters memos or e-mails?,undertake mail activities
32,health associate professionals,G_Q02a,write letters memos or e-mails?,work with mail
32,health associate professionals,G_Q03b,calculate prices costs or budgets?,manage budgets
32,health associate professionals,G_Q03b,calculate prices costs or budgets?,
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,apply mathematical calculations in work activities
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,make arithmetical calculations
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,make complex numerical calculations
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,make mathematical calculations
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,make numeric calculations
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,make numerical calculations
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,perform numerical calculations
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,resolve problems using mathematical principles
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,undertake mathematical calculations as part of work processes
32,health associate professionals,G_Q03c,use or calculate fractions decimals or percentages?,utilise mathematical principles
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Ability Office Spreadsheet
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Accel Spreadsheet
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Calligra Sheets
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,CellPro
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Corel Calculate
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,DhtmlxSpreadsheet
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Dolphinity Planner
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Gnumeric
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Google Sheets
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Household Budget Worksheet
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,IBM Lotus Symphony Spreadsheets
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Kingsoft Spreadsheet
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,LibreOffice Calc
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Lotus 1-2-3
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Lotus Improv
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Microsoft Office Excel
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Myrtle
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,OOo4Kids Calc
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,OxygenOffice Professional Calc
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,PlanMaker
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,QT Calc Express
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Quantrix Modeler
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,ResolverOne
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Sheetster
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Simple Spreadsheet
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Sphygmic Software Spreadsheet
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,ThinkFree Office Calc
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,Zoho Sheet
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,design spreadsheets
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,use spreadsheets program
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,use spreadsheets software
32,health associate professionals,G_Q03d,use a calculator - either hand-held or computer based?,wikiCalc
32,health associate professionals,G_Q03g,use simple algebra or formulas?,carry out work activities using spreadsheets
32,health associate professionals,G_Q03g,use simple algebra or formulas?,conduct work activities using spreadsheets
32,health associate professionals,G_Q03g,use simple algebra or formulas?,employ spreadsheets
32,health associate professionals,G_Q03g,use simple algebra or formulas?,perform work activities utilising spreadsheets
32,health associate professionals,G_Q03g,use simple algebra or formulas?,record information in spreadsheets
32,health associate professionals,G_Q03g,use simple algebra or formulas?,store information and data in spreadsheets
32,health associate professionals,G_Q03g,use simple algebra or formulas?,use spreadsheet documents
32,health associate professionals,G_Q03g,use simple algebra or formulas?,use spreadsheets
32,health associate professionals,G_Q03g,use simple algebra or formulas?,utilise spreadsheet documents
32,health associate professionals,G_Q03g,use simple algebra or formulas?,utilise spreadsheets
32,health associate professionals,G_Q03g,use simple algebra or formulas?,work with spreadsheets
32,health associate professionals,G_Q03h,use more advanced math or statistics such as calculus complex algebra trigonometry or use of regression techniques?,execute analytical mathematical calculations
32,health associate professionals,G_Q03h,use more advanced math or statistics such as calculus complex algebra trigonometry or use of regression techniques?,
32,health associate professionals,G_Q04,you use a computer in your job?,Ability Office Spreadsheet
32,health associate professionals,G_Q04,you use a computer in your job?,Accel Spreadsheet
32,health associate professionals,G_Q04,you use a computer in your job?,Calligra Sheets
32,health associate professionals,G_Q04,you use a computer in your job?,CellPro
32,health associate professionals,G_Q04,you use a computer in your job?,Corel Calculate
32,health associate professionals,G_Q04,you use a computer in your job?,DhtmlxSpreadsheet
32,health associate professionals,G_Q04,you use a computer in your job?,Dolphinity Planner
32,health associate professionals,G_Q04,you use a computer in your job?,Gnumeric
32,health associate professionals,G_Q04,you use a computer in your job?,Google Sheets
32,health associate professionals,G_Q04,you use a computer in your job?,Household Budget Worksheet
32,health associate professionals,G_Q04,you use a computer in your job?,IBM Lotus Symphony Spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,ICT
32,health associate professionals,G_Q04,you use a computer in your job?,IT
32,health associate professionals,G_Q04,you use a computer in your job?,Kingsoft Spreadsheet
32,health associate professionals,G_Q04,you use a computer in your job?,LibreOffice Calc
32,health associate professionals,G_Q04,you use a computer in your job?,Lotus 1-2-3
32,health associate professionals,G_Q04,you use a computer in your job?,Lotus Improv
32,health associate professionals,G_Q04,you use a computer in your job?,Microsoft Office Excel
32,health associate professionals,G_Q04,you use a computer in your job?,Myrtle
32,health associate professionals,G_Q04,you use a computer in your job?,OOo4Kids Calc
32,health associate professionals,G_Q04,you use a computer in your job?,OxygenOffice Professional Calc
32,health associate professionals,G_Q04,you use a computer in your job?,PlanMaker
32,health associate professionals,G_Q04,you use a computer in your job?,QT Calc Express
32,health associate professionals,G_Q04,you use a computer in your job?,Quantrix Modeler
32,health associate professionals,G_Q04,you use a computer in your job?,ResolverOne
32,health associate professionals,G_Q04,you use a computer in your job?,Sheetster
32,health associate professionals,G_Q04,you use a computer in your job?,Simple Spreadsheet
32,health associate professionals,G_Q04,you use a computer in your job?,Sphygmic Software Spreadsheet
32,health associate professionals,G_Q04,you use a computer in your job?,ThinkFree Office Calc
32,health associate professionals,G_Q04,you use a computer in your job?,Zoho Sheet
32,health associate professionals,G_Q04,you use a computer in your job?,carry out work activities using spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,computer technology
32,health associate professionals,G_Q04,you use a computer in your job?,conduct work activities using spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,design spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,employ spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,information and communications technology
32,health associate professionals,G_Q04,you use a computer in your job?,information technology
32,health associate professionals,G_Q04,you use a computer in your job?,perform work activities utilising spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,record information in spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,store information and data in spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,technology in computer networks
32,health associate professionals,G_Q04,you use a computer in your job?,technology in computers
32,health associate professionals,G_Q04,you use a computer in your job?,technology in computing
32,health associate professionals,G_Q04,you use a computer in your job?,technology of computers
32,health associate professionals,G_Q04,you use a computer in your job?,use spreadsheet documents
32,health associate professionals,G_Q04,you use a computer in your job?,use spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,use spreadsheets program
32,health associate professionals,G_Q04,you use a computer in your job?,use spreadsheets software
32,health associate professionals,G_Q04,you use a computer in your job?,utilise spreadsheet documents
32,health associate professionals,G_Q04,you use a computer in your job?,utilise spreadsheets
32,health associate professionals,G_Q04,you use a computer in your job?,wikiCalc
32,health associate professionals,G_Q04,you use a computer in your job?,work with spreadsheets
32,health associate professionals,G_Q05a,use email?,Academia.edu
32,health associate professionals,G_Q05a,use email?,Apple Mail
32,health associate professionals,G_Q05a,use email?,Buzznet
32,health associate professionals,G_Q05a,use email?,Cisco IP Communicator
32,health associate professionals,G_Q05a,use email?,Facebook
32,health associate professionals,G_Q05a,use email?,Flickr
32,health associate professionals,G_Q05a,use email?,Flixster
32,health associate professionals,G_Q05a,use email?,Gmail
32,health associate professionals,G_Q05a,use email?,Google Hangouts
32,health associate professionals,G_Q05a,use email?,Google+
32,health associate professionals,G_Q05a,use email?,IBM Sametime
32,health associate professionals,G_Q05a,use email?,Instagram
32,health associate professionals,G_Q05a,use email?,LinkedIn
32,health associate professionals,G_Q05a,use email?,Microsoft Office Outlook
32,health associate professionals,G_Q05a,use email?,Mozilla Thunderbird
32,health associate professionals,G_Q05a,use email?,Myspace
32,health associate professionals,G_Q05a,use email?,Opera Mail
32,health associate professionals,G_Q05a,use email?,Skype
32,health associate professionals,G_Q05a,use email?,Twitter
32,health associate professionals,G_Q05a,use email?,Viber
32,health associate professionals,G_Q05a,use email?,WhatsApp
32,health associate professionals,G_Q05a,use email?,Windows Live Mail
32,health associate professionals,G_Q05a,use email?,Windows Live Messenger
32,health associate professionals,G_Q05a,use email?,Yahoo Mail
32,health associate professionals,G_Q05a,use email?,Yahoo! Messenger
32,health associate professionals,G_Q05a,use email?,Yammer
32,health associate professionals,G_Q05a,use email?,carry out mail activities
32,health associate professionals,G_Q05a,use email?,communicate in digital environments
32,health associate professionals,G_Q05a,use email?,communicate on-line
32,health associate professionals,G_Q05a,use email?,communicate online
32,health associate professionals,G_Q05a,use email?,deal with mail
32,health associate professionals,G_Q05a,use email?,deal with parcels
32,health associate professionals,G_Q05a,use email?,execute mail activities
32,health associate professionals,G_Q05a,use email?,handle mail
32,health associate professionals,G_Q05a,use email?,handle parcels
32,health associate professionals,G_Q05a,use email?,iCall
32,health associate professionals,G_Q05a,use email?,identify online threats
32,health associate professionals,G_Q05a,use email?,interact through ICT
32,health associate professionals,G_Q05a,use email?,manage digital identity
32,health associate professionals,G_Q05a,use email?,perform mail activities
32,health associate professionals,G_Q05a,use email?,undertake mail activities
32,health associate professionals,G_Q05a,use email?,use e-mail software and services
32,health associate professionals,G_Q05a,use email?,use online communication tools
32,health associate professionals,G_Q05a,use email?,work with mail
32,health associate professionals,G_Q05d,conduct transactions on the internet for example buying or selling products or services or banking?,conduct customer management
32,health associate professionals,G_Q05d,conduct transactions on the internet for example buying or selling products or services or banking?,do customer management
32,health associate professionals,G_Q05d,conduct transactions on the internet for example buying or selling products or services or banking?,perform customer management
32,health associate professionals,G_Q05d,conduct transactions on the internet for example buying or selling products or services or banking?,performing customer management
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Ability Office Spreadsheet
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Accel Spreadsheet
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Calligra Sheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,CellPro
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Corel Calculate
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,DhtmlxSpreadsheet
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Dolphinity Planner
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Gnumeric
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Google Sheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Household Budget Worksheet
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,IBM Lotus Symphony Spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Kingsoft Spreadsheet
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,LibreOffice Calc
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Lotus 1-2-3
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Lotus Improv
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Microsoft Office Excel
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Myrtle
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,OOo4Kids Calc
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,OxygenOffice Professional Calc
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,PlanMaker
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,QT Calc Express
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Quantrix Modeler
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,ResolverOne
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Sheetster
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Simple Spreadsheet
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Sphygmic Software Spreadsheet
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,ThinkFree Office Calc
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,Zoho Sheet
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,carry out work activities using spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,conduct work activities using spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,design spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,employ spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,perform work activities utilising spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,record information in spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,store information and data in spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,use spreadsheet documents
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,use spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,use spreadsheets program
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,use spreadsheets software
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,utilise spreadsheet documents
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,utilise spreadsheets
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,wikiCalc
32,health associate professionals,G_Q05e,use spreadsheet software for example Excel?,work with spreadsheets
32,health associate professionals,G_Q05f,use a word processor for example Word?,AbiWord
32,health associate professionals,G_Q05f,use a word processor for example Word?,Apple Pages
32,health associate professionals,G_Q05f,use a word processor for example Word?,Atlantis Word Processor
32,health associate professionals,G_Q05f,use a word processor for example Word?,Calligra Words
32,health associate professionals,G_Q05f,use a word processor for example Word?,GNU TeXmacs
32,health associate professionals,G_Q05f,use a word processor for example Word?,Google Docs
32,health associate professionals,G_Q05f,use a word processor for example Word?,IBM Lotus Word Pro
32,health associate professionals,G_Q05f,use a word processor for example Word?,IntelliTalk
32,health associate professionals,G_Q05f,use a word processor for example Word?,Kingsoft Office Writer
32,health associate professionals,G_Q05f,use a word processor for example Word?,LaTeX
32,health associate professionals,G_Q05f,use a word processor for example Word?,LibreOffice Writer
32,health associate professionals,G_Q05f,use a word processor for example Word?,Microsoft Office Word
32,health associate professionals,G_Q05f,use a word processor for example Word?,Polaris Office
32,health associate professionals,G_Q05f,use a word processor for example Word?,QuickOffice
32,health associate professionals,G_Q05f,use a word processor for example Word?,TextEdit
32,health associate professionals,G_Q05f,use a word processor for example Word?,Textilus
32,health associate professionals,G_Q05f,use a word processor for example Word?,ThinkFree Office
32,health associate professionals,G_Q05f,use a word processor for example Word?,WordGraph
32,health associate professionals,G_Q05f,use a word processor for example Word?,WordPad
32,health associate professionals,G_Q05f,use a word processor for example Word?,Zoho Writer
32,health associate professionals,G_Q05f,use a word processor for example Word?,able to use using word processing software
32,health associate professionals,G_Q05f,use a word processor for example Word?,apply word processing software
32,health associate professionals,G_Q05f,use a word processor for example Word?,direct callers
32,health associate professionals,G_Q05f,use a word processor for example Word?,make use of word processing software
32,health associate professionals,G_Q05f,use a word processor for example Word?,produce text files
32,health associate professionals,G_Q05f,use a word processor for example Word?,redirect caller
32,health associate professionals,G_Q05f,use a word processor for example Word?,type text
32,health associate professionals,G_Q05f,use a word processor for example Word?,use document processing program
32,health associate professionals,G_Q05f,use a word processor for example Word?,use office systems
32,health associate professionals,G_Q05f,use a word processor for example Word?,use text processing program
32,health associate professionals,G_Q05f,use a word processor for example Word?,use word processing
32,health associate professionals,G_Q05f,use a word processor for example Word?,use word processing software
32,health associate professionals,G_Q05f,use a word processor for example Word?,use word processor
32,health associate professionals,G_Q05f,use a word processor for example Word?,using word processor
32,health associate professionals,G_Q05f,use a word processor for example Word?,utilise word processing software
32,health associate professionals,G_Q05f,use a word processor for example Word?,utilize office systems
32,health associate professionals,G_Q05f,use a word processor for example Word?,work with office systems
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,ICT
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,IT
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,computer programming
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,computer technology
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,data retrieving using a query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,data retrieving using a structured query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,information and communications technology
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,information technology
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,markup programming
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,query language using
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,retrieve data using a query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,retrieve data using a structured query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,retrieving data using a query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,retrieving data using a structured query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,technology in computer networks
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,technology in computers
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,technology in computing
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,technology of computers
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,uml
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,unified modelling language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use HTML
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use XHTML
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use database query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use information retrieval query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use mark-up languages
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use markup languages
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use query languages
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use scripting programming
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,use structured query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,using database query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,using information retrieval query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,using query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,using structured query language
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,web programming
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,
32,health associate professionals,G_Q05g,use a programming language to program or write computer code?,
32,health associate professionals,I_Q04d,I like learning new things,able to use learning strategies
32,health associate professionals,I_Q04d,I like learning new things,apply learning strategies
32,health associate professionals,I_Q04d,I like learning new things,apply new knowledge
32,health associate professionals,I_Q04d,I like learning new things,learning technologies
32,health associate professionals,I_Q04d,I like learning new things,make use of learning strategies
32,health associate professionals,I_Q04d,I like learning new things,monitor learning process
32,health associate professionals,I_Q04d,I like learning new things,plan learning
32,health associate professionals,I_Q04d,I like learning new things,prioritise learning tasks
32,health associate professionals,I_Q04d,I like learning new things,reflect on learning process
32,health associate professionals,I_Q04d,I like learning new things,use different learning styles
32,health associate professionals,I_Q04d,I like learning new things,use learning strategies
32,health associate professionals,I_Q04d,I like learning new things,using learning strategies
32,health associate professionals,I_Q04d,I like learning new things,utilise learning strategies
32,health associate professionals,I_Q04d,I like learning new things,
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,anticipate needs
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,brainstorming
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,create creative ideas
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,creative thinking
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,design
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,develop creative ideas
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,developing creative ideas
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,experiment
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,find new ideas
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,generate creative ideas
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,innovate
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,innovative thinking
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,proactive thinking
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,proactive thought
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,produce creative ideas
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,seek out questions
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,show originality
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,think actively
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,think ahead
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,think creatively
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,think in a creative way
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,think laterally
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,think positively
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,think proactively
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,thinking creatively
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,thinking proactively
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,use imagination
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,visualise completed project
32,health associate professionals,I_Q04l,I like to figure out how different ideas fit together,visualise completed work
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,coach young people
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,coach youngsters
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,educate others
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,educate young people
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,facilitate young peoples education
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,facilitate young peoples mentoring
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,instruct colleagues
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,instruct others
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,instruct young people
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,instructing others
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,teach others
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,teach young people
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,train others
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,train young people
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,train youngsters
33,business and administration associate professionals,F_Q02b,instructing training or teaching people individually or in groups?,tutoring
33,business and administration associate professionals,F_Q02d,selling a product or selling a service?,accept payment for services
33,business and administration associate professionals,F_Q02d,selling a product or selling a service?,build customer rapport
33,business and administration associate professionals,F_Q02d,selling a product or selling a service?,collect money in exchange for services
33,business and administration associate professionals,F_Q02d,selling a product or selling a service?,create customer rapport
